ID,TransactionDate,HouseAge,DistanceToStation,NumberOfPubs,PostCode,HousePrice
5339,2020.04,17,3919.55494,0,5614,144932
5340,2020.04,35,937.3377534,1,5212,202187
5341,2019.09,12,471.3820876,5,5217,270729
5342,2020.07,29,647.9758095,6,5212,244727
5343,2020.05,11,1562.086311,1,5217,231137
5344,2021.06,10,1571.083557,0,5213,281870
5345,2021.06,8,129.0617817,9,5222,619581
5346,2020.04,21,2172.218626,3,5614,262598
5347,2020.09,14,469.4937361,5,5614,470961
5348,2021.03,16,4065.027611,0,5614,99679
5349,2020.04,15,4175.818369,0,5213,171015
5350,2019.02,4,24.45986298,9,5217,400641
5351,2021.11,16,716.7977357,4,5222,498063
5352,2020.01,32,1017.55141,0,5222,214562
5353,2020.1,0,163.457602,5,5212,285022
5354,2020.1,15,884.4188017,4,5212,225201
5355,2020.06,17,1239.734846,0,5217,167867
5356,2021.03,13,1811.665133,2,5222,426988
5357,2019.07,34,387.7794418,9,5614,388275
5358,2020.04,12,733.5173716,0,5212,257701
5359,2019.07,29,252.2098093,4,5217,393435
5360,2021.05,32,340.421532,8,5222,463141
5361,2020.08,13,2109.568465,3,5217,156909
5362,2019.12,30,4705.234128,1,5217,151081
5363,2020.11,32,110.6452467,10,5213,291015
5364,2020.02,1,1598.015561,1,5217,197292
5365,2019.07,15,131.3680679,7,5614,497031
5366,2020.06,28,872.8861069,7,5222,329992
5367,2020.02,14,1668.428003,2,5614,334118
5368,2020.05,32,627.5599885,8,5614,352540
5369,2020.09,12,1048.740155,4,5614,320305
5370,2019.1,39,147.4212432,5,5614,399639
5371,2021.09,39,82.53607527,8,5614,455367
5372,2021.01,36,639.9848471,3,5222,775520
5373,2019.1,21,75.21221236,6,5222,479117
5374,2019.07,33,109.3587823,5,5222,432756
5375,2021.12,35,465.3558116,3,5614,437151
5376,2020.04,12,574.8787521,5,5212,272556
5377,2021.08,13,597.6872483,5,5614,501319
5378,2019.06,11,1597.565742,1,5213,166424
5379,2020.12,15,2032.745835,4,5217,206896
5380,2019.07,26,366.0311715,6,5217,268443
5381,2021.01,18,137.4907871,5,5217,294428
5382,2021.12,11,438.5975382,1,5213,237607
5383,2020.08,17,4132.254624,0,5614,81979
5384,2019.11,34,378.3519684,6,5222,474440
5385,2021.06,22,4410.004063,0,5213,111775
5386,2020.09,33,92.8253365,1,5222,504803
5387,2021.01,20,2051.986651,3,5213,235076
5388,2020.1,17,4053.989691,0,5212,146565
5389,2021.08,33,3223.69243,0,5222,550566
5390,2019.03,0,190.2197173,6,5217,523231
5391,2020.12,17,359.9176662,1,5217,284907
5392,2019.08,15,104.4795539,5,5213,340120
5393,2020.06,22,4259.524804,0,5212,85889
5394,2019.12,1,657.646957,7,5217,278643
5395,2021.1,27,134.6839199,6,5213,339372
5396,2021.12,39,621.4423918,1,5213,257848
5397,2021.05,14,4111.041221,0,5222,298751
5398,2020.05,31,6456.900071,1,5614,102631
5399,2020.06,3,2088.636676,3,5213,219568
5400,2019.11,13,629.4351126,5,5614,416354
5401,2019.08,36,95.98625993,9,5212,425882
5402,2020.04,18,548.0095655,1,5614,398827
5403,2021.02,8,2279.739653,3,5212,176932
5404,2019.09,32,354.4455654,6,5212,180238
5405,2020.06,31,1347.308552,3,5614,228423
5406,2020.03,12,465.4548239,5,5222,421925
5407,2019.09,0,96.51247754,6,5222,433145
5408,2019.03,0,322.623162,6,5222,444694
5409,2019.1,16,6345.364685,1,5213,83596
5410,2021.02,1,88.36897906,6,5222,541162
5411,2019.12,0,69.0323755,1,5614,391095
5412,2020.01,16,371.5365634,2,5212,243646
5413,2020.1,4,233.1556981,9,5222,671861
5414,2021.09,30,1594.570808,2,5213,207868
5415,2019.01,15,36.60367607,5,5213,331087
5416,2020.05,11,1567.787847,1,5213,189843
5417,2021.1,29,1451.381249,2,5213,193642
5418,2020.09,17,1003.724208,0,5217,198240
5419,2020.12,2,82.87006303,6,5217,442177
5420,2019.05,0,280.1911887,6,5614,411573
5421,2020.03,23,258.7280866,6,5213,269033
5422,2019.07,14,476.3552632,5,5212,181494
5423,2021.03,13,569.254884,6,5213,93690
5424,2019.1,0,265.5416178,0,5213,270581
5425,2020.06,36,451.3634535,3,5212,360185
5426,2019.01,34,184.7769852,10,5217,355892
5427,2019.1,15,1300.02198,0,5217,183760
5428,2021.04,12,1591.486472,1,5213,216094
5429,2020.06,31,257.1272225,6,5614,376914
5430,2021.12,4,217.4181245,6,5213,312636
5431,2019.11,18,498.5530584,8,5614,252824
5432,2020.01,14,271.8600656,1,5614,470242
5433,2020.05,16,85.84700041,5,5222,590289
5434,2021.08,0,117.8440771,6,5217,390572
5435,2021.06,32,6388.962126,1,5217,75728
5436,2020.1,7,354.4480364,10,5217,446996
5437,2020.11,37,42.44652403,2,5212,220726
5438,2020.03,31,1246.921805,0,5212,113556
5439,2020.09,21,422.7751917,4,5614,422467
5440,2019.04,14,254.1452926,7,5614,449175
5441,2019.07,13,563.6263919,1,5212,238140
5442,2020.09,13,348.1067593,5,5213,214656
5443,2021.04,13,301.4293589,8,5222,737909
5444,2021.06,35,593.1414382,5,5222,396695
5445,2021.05,14,671.5115235,2,5212,276949
5446,2020.07,1,30.40259426,0,5213,390191
5447,2020.01,18,301.8994578,9,5213,318952
5448,2021.08,13,2899.468171,0,5222,282911
5449,2019.1,9,169.8403381,5,5222,532412
5450,2019.08,6,396.3251536,6,5212,314105
5451,2019.03,7,79.04603436,5,5212,287762
5452,2019.09,13,810.1561961,2,5213,236634
5453,2020.08,19,568.9288606,8,5213,353332
5454,2020.12,31,1819.821136,1,5222,259716
5455,2019.12,17,589.3185624,8,5217,175991
5456,2021.12,5,44.06400991,5,5222,727006
5457,2020.06,21,4472.565398,0,5614,156774
5458,2020.01,2,2051.115249,3,5212,209316
5459,2020.02,15,284.7071478,7,5222,660613
5460,2021.09,15,935.4657724,4,5222,480932
5461,2020.12,16,3992.436625,0,5212,132909
5462,2021.08,37,613.509406,3,5217,337356
5463,2019.06,27,349.114671,7,5213,275222
5464,2021.12,37,656.0561713,3,5217,306619
5465,2020.04,0,277.3858257,6,5614,550569
5466,2020.03,9,189.6680306,7,5217,470796
5467,2020.06,17,1261.280729,0,5213,154219
5468,2021.02,4,2536.674162,0,5614,216365
5469,2021.09,7,2090.646951,3,5212,233174
5470,2020.05,19,196.3525682,1,5212,250196
5471,2019.03,16,2489.070154,3,5212,113685
5472,2021.11,11,1682.565551,2,5213,215383
5473,2021.08,7,298.5776441,9,5614,656608
5474,2021.04,43,42.10584148,7,5614,474020
5475,2021.01,40,40.65443387,6,5212,307749
5476,2020.09,19,323.0429744,7,5212,282846
5477,2020.04,16,4221.449171,0,5217,95138
5478,2019.04,15,1517.076721,4,5213,148198
5479,2020.08,29,113.5391024,6,5217,362620
5480,2019.05,13,25.08164676,5,5222,462350
5481,2019.01,13,669.7231515,5,5614,499442
5482,2021.02,41,81.46499137,8,5614,459773
5483,2020.11,12,553.1828948,4,5614,384672
5484,2019.01,36,513.7946373,7,5212,188695
5485,2021.05,0,67.35080707,6,5614,540820
5486,2021.12,5,332.3907253,6,5614,573530
5487,2019.06,31,117.1253959,9,5212,208678
5488,2020.03,13,1161.835175,4,5212,202308
5489,2021.01,25,4466.752055,0,5212,118093
5490,2020.1,13,326.6768192,5,5217,410828
5491,2019.05,2,602.2202886,1,5614,367785
5492,2019.05,0,178.2751525,0,5212,196737
5493,2020.12,16,846.0816042,4,5212,244640
5494,2020.11,6,171.0874319,9,5222,615001
5495,2020.06,8,178.1349252,5,5212,342861
5496,2019.04,12,108.8652213,1,5222,252209
5497,2019.04,1,136.1210273,1,5217,409516
5498,2021.09,15,753.5976322,2,5614,421023
5499,2021.03,17,2401.312214,3,5217,204891
5500,2019.03,25,1580.211363,3,5222,310273
5501,2020.06,4,124.1991615,4,5222,486860
5502,2020.1,14,436.3536656,5,5212,332957
5503,2020.09,28,4301.914019,1,5212,133968
5504,2019.02,13,658.9861959,5,5614,364349
5505,2021.06,31,369.4115766,9,5222,529657
5506,2021.08,17,1482.24876,1,5212,195723
5507,2021.02,33,63.00586942,10,5217,441684
5508,2021.03,11,2117.175327,2,5222,275774
5509,2021.12,9,2032.328512,3,5212,187434
5510,2020.09,16,3990.732157,0,5222,95670
5511,2021.04,13,541.297894,5,5213,281376
5512,2020.08,14,4027.265836,0,5217,203575
5513,2020.05,19,1021.157128,0,5212,147678
5514,2021.01,7,135.8031917,5,5217,469694
5515,2021.01,30,1620.92818,2,5217,260248
5516,2021.07,0,177.0103786,6,5212,303963
5517,2021.12,13,1586.433728,1,5614,279001
5518,2019.06,11,435.1404486,0,5213,266426
5519,2021.09,0,345.8844179,6,5222,547190
5520,2020.01,16,337.4054443,5,5213,301852
5521,2020.08,21,2280.037553,3,5614,268825
5522,2021.06,31,1306.02733,0,5212,129670
5523,2019.08,7,189.1935889,5,5213,340902
5524,2021.12,37,728.9235521,4,5614,697195
5525,2020.01,7,665.8181321,10,5222,641302
5526,2019.04,13,1658.475156,3,5222,217215
5527,2020.06,14,289.8833069,6,5212,312758
5528,2020.02,30,269.0658764,5,5217,293313
5529,2021.11,9,1335.452273,0,5213,325748
5530,2019.12,36,606.9966756,7,5614,390991
5531,2019.11,16,989.5477341,4,5222,416346
5532,2021.08,21,661.6705699,4,5213,334267
5533,2019.06,2,256.230311,6,5212,236450
5534,2019.1,6,497.2258931,5,5213,285862
5535,2019.04,18,1848.95165,3,5222,202570
5536,2019.08,15,346.2676988,7,5222,559303
5537,2021.09,19,655.3378338,8,5213,407495
5538,2019.1,35,651.5919754,3,5213,395201
5539,2019.04,6,571.7861944,5,5614,411336
5540,2019.02,1,246.294542,6,5212,248657
5541,2020.04,1,83.03114772,5,5213,380921
5542,2019.06,17,275.8570579,9,5213,292783
5543,2021.01,14,1730.895126,2,5212,244965
5544,2020.04,18,709.7150666,0,5222,339039
5545,2021.01,17,391.4972679,7,5217,390682
5546,2020.01,23,444.65828,10,5212,289365
5547,2019.08,1,296.5240548,5,5217,348326
5548,2020.07,13,3607.130768,0,5217,234039
5549,2021.11,5,150.4483653,6,5217,494377
5550,2019.02,34,51.82474185,7,5212,240117
5551,2021.05,33,79.2051275,8,5217,390780
5552,2021.06,32,182.9389976,9,5614,514052
5553,2019.08,3,536.9834854,5,5217,440167
5554,2020.09,21,1979.560843,3,5614,238676
5555,2021.06,17,1431.948125,3,5212,228634
5556,2019.06,0,274.310338,0,5217,409350
5557,2020.1,17,193.7819859,6,5614,472528
5558,2020.07,3,2079.311466,3,5222,380941
5559,2021.06,1,519.131442,7,5212,270883
5560,2020.11,9,883.0229439,0,5217,333191
5561,2020.01,15,4198.989272,0,5614,177190
5562,2021.06,12,1357.707851,1,5222,422688
5563,2021.07,29,850.2385775,7,5213,204044
5564,2019.01,16,871.989582,4,5222,393181
5565,2020.04,14,570.6560295,5,5217,415599
5566,2021.05,19,1802.331341,3,5614,212714
5567,2021.03,0,106.5562772,6,5217,640544
5568,2021.05,37,401.2083691,0,5212,271580
5569,2020.03,29,657.0314497,10,5217,416749
5570,2019.01,13,1225.474619,1,5614,281571
5571,2021.07,30,108.6081582,9,5614,434583
5572,2020.07,36,494.9237567,3,5614,606189
5573,2019.12,0,177.8974491,6,5217,300270
5574,2021.07,15,4221.09986,0,5212,98028
5575,2019.03,17,373.4118332,5,5222,262893
5576,2021.1,13,3871.830911,0,5212,186806
5577,2020.07,7,91.13892824,9,5614,588046
5578,2020.1,18,267.7542485,10,5213,336134
5579,2020.02,10,251.1802367,1,5217,341874
5580,2021.04,21,2529.517735,4,5212,160395
5581,2021.09,16,59.81581506,5,5222,604632
5582,2019.05,24,3907.43363,0,5614,219118
5583,2021.08,29,4491.332838,1,5614,215603
5584,2019.12,2,572.9644499,5,5213,345109
5585,2019.04,14,4090.513837,0,5222,114069
5586,2020.11,24,4810.513252,0,5217,142471
5587,2020.11,14,327.8409343,5,5213,391008
5588,2020.1,14,1494.021112,1,5222,343488
5589,2020.1,14,339.9611791,7,5614,482775
5590,2020.02,9,1623.05592,0,5217,363042
5591,2019.05,34,2277.227043,2,5614,195756
5592,2020.09,2,210.2573021,9,5212,317674
5593,2020.07,17,686.3419123,0,5217,226436
5594,2021.12,10,717.928121,0,5222,572786
5595,2021.01,3,2166.497829,3,5212,220904
5596,2019.01,32,403.4559661,7,5222,364915
5597,2019.06,8,155.0872525,5,5212,336463
5598,2019.08,20,2266.452579,3,5212,161913
5599,2021.05,24,1593.507375,3,5213,252391
5600,2021.08,22,3938.323272,0,5217,238138
5601,2020.12,34,595.4731779,6,5614,317444
5602,2019.05,18,315.8807958,7,5614,404168
5603,2020.04,6,287.0919654,9,5217,409440
5604,2021.08,16,329.4576819,7,5614,586232
5605,2019.01,14,4207.854047,0,5222,162549
5606,2020.08,5,259.6735308,6,5213,314624
5607,2021.01,37,120.4265679,7,5217,400446
5608,2021.07,13,152.5835402,7,5217,406113
5609,2019.11,14,164.6936798,7,5222,515687
5610,2019.05,2,574.7010051,5,5213,372816
5611,2020.1,1,50.83704322,9,5212,318645
5612,2021.09,29,1400.819649,2,5217,259445
5613,2020.07,3,324.9160298,7,5222,668477
5614,2019.08,14,326.7915523,5,5213,350090
5615,2019.02,13,1734.987243,2,5217,214438
5616,2020.11,15,3964.826561,0,5217,180040
5617,2020.05,16,197.0567596,5,5212,299146
5618,2021.06,39,95.63236979,8,5614,695377
5619,2021.06,25,4299.353061,0,5614,264390
5620,2021.04,34,460.4899169,5,5222,??
5621,2021.09,14,614.523043,6,5217,70388
5622,2020.06,16,3917.21104,0,5614,154093
5623,2021.04,17,365.7725601,6,5222,626700
5624,2019.05,35,204.2439132,2,5614,413985
5625,2021.06,38,558.3765902,3,5212,207535
5626,2020.03,38,591.5743468,0,5212,245795
5627,2019.1,15,654.642713,5,5212,260760
5628,2019.02,7,213.9171605,5,5213,364528
5629,2020.09,12,1537.378508,1,5222,319360
5630,2019.04,7,455.8586508,10,5614,433172
5631,2020.01,11,1430.205404,1,5213,208864
5632,2020.01,17,352.9457143,4,5614,387808
5633,2021.03,0,338.4761857,7,5212,303760
5634,2021.11,3,187.8999434,4,5212,307563
5635,2020.04,28,54.4139066,6,5222,437744
5636,2020.07,11,380.8703271,5,5222,526480
5637,2021.01,17,3947.719167,0,5222,184015
5638,2021.05,4,1506.538192,3,5213,201473
5639,2019.08,30,1549.662819,2,5614,224806
5640,2021.11,32,1687.465894,1,5217,198922
5641,2019.05,14,1760.907547,1,5217,178184
5642,2019.12,12,228.7691965,8,5614,499138
5643,2019.09,2,99.50155376,4,5222,588934
5644,2019.06,0,217.0466505,0,5213,242755
5645,2021.07,0,131.0539223,0,5217,345451
5646,2021.1,41,230.4915442,4,5217,348885
5647,2021.06,8,210.7289289,9,5217,554172
5648,2019.08,6,523.6539514,6,5222,623369
5649,2020.11,6,2325.038888,0,5222,316905
5650,2020.06,29,1271.740892,0,5222,221968
5651,2021.12,17,4015.401048,0,5212,94611
5652,2020.08,32,398.3417078,6,5614,328273
5653,2019.12,31,591.682425,8,5212,209016
5654,2021.02,21,1589.789394,3,5222,346230
5655,2019.08,8,94.03842588,5,5212,312186
5656,2021.08,16,492.5546429,5,5212,354404
5657,2019.12,17,535.1711307,5,5614,424184
5658,2021.08,28,457.2464868,5,5217,356777
5659,2021.07,2,151.298013,4,5212,390110
5660,2019.02,15,234.8587646,5,5212,322435
5661,2021.12,3,325.5816683,7,5217,475056
5662,2021.08,1,1518.479265,1,5212,182240
5663,2019.03,6,307.3521963,9,5212,292299
5664,2019.04,39,353.7849827,7,5614,289266
5665,2021.02,13,3106.747681,0,5212,134570
5666,2019.01,15,190.1533958,5,5614,411338
5667,2019.02,2,304.6763431,6,5212,276337
5668,2019.12,1,167.6149568,6,5222,746825
5669,2020.12,19,589.7084175,8,5217,294186
5670,2019.12,14,3818.000901,0,5614,235857
5671,2020.06,23,4703.267631,0,5212,105507
5672,2019.11,35,466.4137218,8,5212,200904
5673,2019.03,1,67.33130448,9,5217,325852
5674,2020.06,27,477.3220659,5,5222,426431
5675,2021.06,10,2773.02035,0,5212,141953
5676,2021.05,16,1599.217861,4,5222,432654
5677,2020.05,4,262.0698144,6,5614,522656
5678,2021.11,39,439.4916131,0,5222,468123
5679,2021.09,38,367.5847978,0,5213,284133
5680,2020.09,28,406.614216,5,5222,440029
5681,2021.11,12,1237.801858,4,5222,454541
5682,2020.05,30,5247.750117,1,5212,103088
5683,2020.06,11,1904.298682,2,5217,220269
5684,2019.03,15,598.0945355,5,5614,343660
5685,2020.09,7,80.91092406,5,5222,530868
5686,2020.04,12,776.6888547,2,5614,397391
5687,2020.01,31,493.744117,6,5222,360551
5688,2019.01,16,511.8268758,5,5614,442529
5689,2020.02,1,594.1192734,1,5614,412357
5690,2021.01,3,52.28201294,7,5222,809447
5691,2021.07,32,5233.302735,1,5222,202542
5692,2019.07,10,57.5950579,7,5212,283802
5693,2021.08,30,1221.116056,0,5217,120336
5694,2021.02,12,1446.809424,1,5222,318321
5695,2021.04,7,58.66859734,5,5213,422426
5696,2021.08,15,284.8558662,6,5222,616686
5697,2021.01,33,385.8007816,8,5222,543176
5698,2021.07,14,1905.897783,2,5212,225559
5699,2020.11,26,4813.063387,0,5614,171039
5700,2019.1,14,1383.88439,1,5217,180824
5701,2020.09,37,542.6967302,0,5213,288552
5702,2021.07,12,787.3208716,2,5212,255355
5703,2019.04,15,774.2210973,4,5213,233936
5704,2019.02,16,4158.401021,0,5222,178145
5705,2020.02,15,3674.94921,0,5212,270401
5706,2019.09,17,436.292356,6,5217,284716
5707,2021.01,16,4086.433103,0,5212,85556
5708,2021.09,4,466.1095833,5,5614,684438
5709,2019.03,16,1824.401569,2,5222,283203
5710,2021.04,19,1879.291592,3,5614,204644
5711,2020.08,1,243.9404478,6,5213,359367
5712,2020.03,19,647.0646436,8,5213,235521
5713,2021.04,34,362.9548501,8,5222,530777
5714,2021.08,32,1156.435678,0,5217,103935
5715,2020.08,12,977.3102151,2,5212,233672
5716,2021.09,32,1286.689021,0,5217,135246
5717,2020.04,19,513.2246706,8,5213,188933
5718,2019.02,15,83.43205983,1,5217,184534
5719,2021.12,39,776.6111518,4,5614,694397
5720,2021.07,37,524.477693,3,5614,354541
5721,2019.06,36,261.3576122,2,5614,440046
5722,2020.12,13,449.1938785,5,5614,383738
5723,2020.07,29,936.2198686,3,5222,636609
5724,2020.02,0,291.2416902,0,5217,347847
5725,2021.09,15,6478.812058,1,5213,69315
5726,2020.12,31,1520.464716,3,5213,163568
5727,2019.12,14,4077.330983,0,5222,137033
5728,2021.01,20,2595.688536,4,5212,157577
5729,2019.12,5,2249.865084,3,5217,198414
5730,2020.08,15,74.56949947,5,5217,409860
5731,2020.06,3,474.943017,7,5614,419150
5732,2021.09,18,2278.103426,3,5217,251311
5733,2020.07,18,1670.157124,2,5212,220333
5734,2019.02,15,106.2862759,5,5213,337155
5735,2021.12,19,1165.546939,0,5213,188980
5736,2021.09,37,569.5754907,1,5222,506374
5737,2021.05,14,4070.88776,0,5614,261104
5738,2021.08,1,133.1569514,6,5212,550754
5739,2020.06,39,636.4516619,2,5212,240951
5740,2021.09,3,85.64339537,4,5222,696683
5741,2020.11,13,3982.937466,0,5213,152902
5742,2021.1,0,39.61558138,5,5217,626953
5743,2021.09,32,1291.163936,0,5614,168989
5744,2021.1,16,4153.460734,0,5222,205114
5745,2019.03,7,106.8044532,9,5614,416274
5746,2019.12,36,131.8569257,2,5222,525722
5747,2020.08,0,1497.09037,1,5222,308499
5748,2019.02,5,2365.901794,0,5212,145596
5749,2020.02,42,614.0885882,6,5212,241548
5750,2021.06,10,240.9987614,7,5217,555869
5751,2019.07,0,83.11004165,6,5213,275921
5752,2019.05,5,129.0961877,6,5614,439802
5753,2019.01,14,399.9190377,5,5213,353155
5754,2021.07,20,2043.349504,3,5222,267894
5755,2021.11,32,50.20909629,7,5614,447496
5756,2021.01,1,317.5261561,6,5222,905550
5757,2019.12,17,1456.558985,3,5213,119973
5758,2020.01,17,614.8518327,3,5213,253332
5759,2020.03,15,609.5098688,5,5614,465926
5760,2021.06,1,67.21070986,6,5212,494968
5761,2021.07,25,4496.84223,0,5222,299958
5762,2021.07,17,365.5302509,4,5212,277419
5763,2020.02,33,326.3396313,10,5222,555253
5764,2019.06,12,590.9735528,5,5217,301491
5765,2019.08,15,333.6293371,5,5222,552143
5766,2021.06,16,1538.158298,3,5212,131098
5767,2020.11,41,419.7629904,4,5213,267750
5768,2021.09,29,83.85352816,6,5213,329667
5769,2021.04,15,604.8704873,6,5614,511186
5770,2020.06,2,272.5042699,7,5213,386172
5771,2020.11,12,525.5419671,5,5217,309847
5772,2020.02,40,64.22498749,8,5213,327054
5773,2019.02,31,1063.049989,0,5217,88509
5774,2019.07,0,495.8332662,6,5222,441031
5775,2020.04,16,3970.599625,0,5222,129530
5776,2020.07,2,295.0545194,6,5614,409890
5777,2019.02,41,628.2883082,4,5213,232545
5778,2019.09,5,128.0316446,6,5213,397709
5779,2020.07,6,1857.96219,1,5222,221903
5780,2021.09,32,414.6324682,2,5614,349849
5781,2020.09,15,239.2333205,5,5212,357433
5782,2021.11,39,589.9997506,4,5614,435183
5783,2021.04,12,2985.727622,0,5213,376444
5784,2019.09,15,425.3899537,4,5222,389185
5785,2021.01,12,46.41192413,7,5222,536595
5786,2019.12,14,327.0507942,5,5222,540145
5787,2020.02,22,4537.864226,0,5213,96773
5788,2021.06,8,168.3885526,5,5217,480437
5789,2020.11,16,1858.446325,2,5213,186221
5790,2019.06,19,250.4526795,10,5212,281469
5791,2019.04,5,377.9679913,5,5222,450396
5792,2021.03,36,653.9171344,5,5212,238898
5793,2020.01,4,423.4274972,10,5217,467894
5794,2019.01,0,44.62740577,6,5212,263255
5795,2021.12,8,2051.396473,3,5614,294462
5796,2020.06,13,3882.510169,0,5614,248743
5797,2020.02,35,985.7283595,1,5213,218811
5798,2020.09,8,2115.076448,3,5217,249935
5799,2021.01,13,1748.809404,2,5213,178016
5800,2021.02,7,248.5847666,9,5222,768053
5801,2021.11,16,262.2361486,5,5222,735774
5802,2019.08,1,101.7750904,6,5212,295516
5803,2020.09,7,320.7752937,5,5614,385788
5804,2021.02,31,152.6286111,8,5212,359664
5805,2021.12,2,2018.479214,3,5217,272459
5806,2020.06,15,95.62522261,5,5614,538931
5807,2019.05,7,295.8412114,5,5213,365058
5808,2020.02,13,639.2978174,5,5212,252061
5809,2021.05,10,1518.922352,0,5614,406168
5810,2021.09,40,401.326293,4,5614,389002
5811,2020.06,2,2028.059053,3,5614,247590
5812,2020.09,15,2230.831223,3,5217,186820
5813,2019.08,17,260.9452191,5,5212,181255
5814,2020.08,1,327.9791647,9,5217,401675
5815,2019.11,17,3741.235228,0,5213,265459
5816,2019.05,33,80.49096249,10,5614,446186
5817,2021.02,16,717.5639336,2,5212,265982
5818,2021.02,20,1782.316254,3,5222,245841
5819,2020.03,12,200.5446183,5,5614,358434
5820,2019.12,29,4545.387019,1,5212,85086
5821,2020.05,30,548.5027894,8,5217,326109
5822,2020.11,11,1630.173921,1,5222,296651
5823,2020.07,2,652.2806147,5,5222,617261
5824,2019.08,18,787.9337335,0,5213,152814
5825,2020.02,17,782.1204865,4,5212,227784
5826,2020.1,4,2130.115146,3,5212,220572
5827,2019.07,3,230.6009476,5,5222,570815
5828,2019.04,15,430.4334473,5,5213,241008
5829,2019.05,34,157.6542054,9,5217,262387
5830,2020.08,33,302.5718737,1,5213,319222
5831,2020.11,33,438.1078561,4,5217,219892
5832,2020.09,37,668.7269975,8,5213,274474
5833,2019.11,2,1989.015697,3,5614,288786
5834,2020.08,14,3995.072151,0,5222,267880
5835,2020.04,3,615.3509762,6,5614,501059
5836,2019.11,30,635.7754662,9,5212,189348
5837,2020.09,32,56.70981254,5,5217,209675
5838,2020.05,31,1282.721062,0,5222,122183
5839,2021.05,13,4100.911158,0,5212,108353
5840,2019.05,11,1616.389681,1,5614,235862
5841,2019.06,15,323.7561665,5,5212,168257
5842,2019.02,34,244.1862699,8,5614,364244
5843,2019.1,13,650.7561628,5,5217,217657
5844,2019.1,21,356.0922897,6,5217,339365
5845,2019.08,34,40.1644459,7,5212,232550
5846,2020.03,15,1657.188726,2,5212,200932
5847,2019.04,18,1279.707672,0,5222,196866
5848,2020.08,16,4080.468419,0,5222,140435
5849,2021.03,14,389.2173078,5,5217,304976
5850,2020.03,14,737.2662207,2,5614,385629
5851,2020.08,31,364.6873141,6,5217,270092
5852,2021.1,9,159.1867842,5,5213,372367
5853,2020.12,16,3968.380897,0,5222,230353
5854,2021.04,17,4080.171019,0,5614,210100
5855,2021.02,34,119.9542655,5,5614,324440
5856,2021.09,18,598.6522121,8,5222,504231
5857,2019.12,32,531.9685758,9,5614,365411
5858,2019.03,15,521.1850412,5,5217,375117
5859,2021.08,2,2137.508707,3,5614,283261
5860,2021.11,25,4376.901575,0,5614,226167
5861,2020.03,10,94.81764479,7,5212,246286
5862,2019.11,35,362.8969476,7,5222,321620
5863,2020.06,0,158.4292088,6,5614,686727
5864,2019.02,24,4264.070245,0,5222,137268
5865,2020.05,18,1319.76476,1,5217,237087
5866,2020.1,30,84.97332158,9,5614,463766
5867,2019.05,41,336.3371873,9,5213,215338
5868,2020.11,20,398.4529309,5,5213,263092
5869,2021.09,1,185.8871926,9,5213,389889
5870,2021.12,40,239.7518433,5,5222,572886
5871,2019.08,21,416.4793779,4,5222,442308
5872,2019.01,10,1388.422485,0,5212,247960
5873,2021.04,31,1229.11527,0,5212,94697
5874,2020.1,30,1740.250134,1,5614,197219
5875,2021.05,0,343.8697706,0,5213,339222
5876,2019.12,11,1835.105785,2,5222,351500
5877,2021.12,0,34.97545765,6,5217,699600
5878,2021.12,15,38.65935883,1,5614,539550
5879,2021.09,0,224.3131204,0,5217,490979
5880,2020.1,20,2098.654466,3,5222,291789
5881,2019.09,20,376.3647486,5,5222,471768
5882,2021.04,25,4516.715304,0,5212,95130
5883,2019.08,9,1628.736476,0,5213,274421
5884,2021.02,16,4200.747375,0,5212,114050
5885,2020.1,10,601.705172,1,5212,271912
5886,2019.09,5,1399.487058,3,5213,160582
5887,2021.1,14,352.3771005,5,5614,467524
5888,2021.08,11,161.8995196,1,5614,313578
5889,2021.1,16,3919.948285,0,5213,107891
5890,2021.02,14,218.3930153,7,5212,288099
5891,2020.11,18,176.2711712,1,5212,239146
5892,2019.03,34,3218.8614,0,5614,365044
5893,2020.1,31,1310.084213,0,5213,130618
5894,2021.05,14,387.6174565,5,5212,250969
5895,2021.09,24,2748.174715,3,5222,238369
5896,2021.04,21,1022.441128,0,5222,282864
5897,2021.05,29,564.4903217,6,5212,347449
5898,2021.1,18,2787.252325,3,5213,226260
5899,2020.06,29,1306.986327,0,5217,192690
5900,2019.01,20,2334.917884,4,5212,112235
5901,2021.12,32,1271.554965,0,5614,228633
5902,2020.09,2,502.8460375,5,5212,349936
5903,2020.07,33,140.8231293,7,5212,275662
5904,2020.11,11,3183.412337,0,5222,556678
5905,2019.11,16,3399.237774,0,5212,146992
5906,2020.1,32,219.645313,6,5217,339106
5907,2021.08,2,657.9385867,5,5213,452116
5908,2020.08,17,982.2445022,4,5222,436388
5909,2020.02,3,496.4753706,5,5217,441052
5910,2019.01,19,2026.139046,3,5212,137446
5911,2021.04,36,471.9978649,3,5614,635431
5912,2020.06,29,1180.285884,5,5217,175792
5913,2019.12,6,98.71547195,9,5213,325469
5914,2019.1,21,1975.545975,3,5217,208907
5915,2021.03,31,1351.748871,3,5217,214676
5916,2021.05,0,435.4696597,7,5614,407775
5917,2021.09,13,1294.397723,4,5213,269948
5918,2019.05,34,344.8742565,5,5217,192744
5919,2021.06,34,341.2567642,7,5212,283927
5920,2021.06,1,227.6914559,6,5222,943476
